Descrição,Quilocalorias,Carbohidratos,Proteínas,Data.Fat.Total Lipid,Peso (g)
LIMA BNS.IMMAT SEEDS.CND.NO SALT.SOL&LIQUIDS,71,13.33,04.07,0.29,124
LIMA BNS.IMMAT SEEDS.FRZ.BABY.CKD.BLD.DRND.W/SALT,105,19.45,6.65,0.3,311
LIMA BNS.IMMAT SEEDS.FRZ.BABY.CKD.BLD.DRND.WO/SALT,105,19.45,6.65,0.3,311
LIMA BNS.IMMAT SEEDS.FRZ.BABY.UNPREP,132,25.13,7.59,0.44,82
LIMA BNS.IMMAT SEEDS.FRZ.FORDHOOK.CKD.BLD.DRND.W/SALT,103,19.32,06.07,0.34,311
LIMA BNS.IMMAT SEEDS.FRZ.FORDHOOK.CKD.BLD.DRND.WO/SALT,103,19.32,06.07,0.34,311
LIMA BNS.IMMAT SEEDS.FRZ.FORDHOOK.UNPREP,106,19.83,6.4,0.35,80
LIMA BNS.IMMAT SEEDS.RAW,113,20.17,6.84,0.86,156
LIMA BNS.LRG.MATURE SEEDS.CKD.BLD.W/SALT,115,20.88,7.8,0.38,188
LIMA BNS.LRG.MATURE SEEDS.CKD.BLD.WO/SALT,115,20.88,7.8,0.38,188
LIMA BNS.LRG.MATURE SEEDS.CND,79,14.91,4.93,0.17,241
LIMA BNS.LRG.MATURE SEEDS.RAW,338,63.38,21.46,0.69,178
LIMA BNS.THIN SEEDED (BABY).MATURE SEEDS.CKD.BLD.W/SALT,126,23.31,08.04,0.38,182
LIMA BNS.THIN SEEDED (BABY).MATURE SEEDS.CKD.BLD.WO/SALT,126,23.31,08.04,0.38,182
LIMA BNS.THIN SEEDED (BABY).MATURE SEEDS.RAW,335,62.83,20.62,0.93,202
LIME JUC.CND OR BTLD.UNSWTND,21,6.69,0.25,0.23,246
LIME JUICE.RAW,25,8.42,0.42,0.07,241.53
LIMEADE.FRZ CONC,247,62.32,0,0,36.4
LIMEADE.FRZ CONC.PREP W/H2O,52,13.79,0,0,246.83
LIMES.RAW,30,10.54,0.7,0.2,67
LING.COOKED.DRY HEAT,111,0,24.35,0.82,151
LING.RAW,87,0,18.99,0.64,193
LINGCOD.COOKED.DRY HEAT,109,0,22.64,1.36,151
LINGCOD.RAW,85,0,17.66,01.06,193
LIPTON.ALFREDO EGG NOODLES IN A CREAMY SAU.DRY MIX,418,62.4,15.5,11.8,93
LITCHIS.DRIED,277,70.7,3.8,1.2,2.5
LITCHIS.RAW,66,16.53,0.83,0.44,190
"LITTLE CAESARS 14"" CHS PIZZA.LRG DEEP DISH CRUST",263,30.1,12.63,10.22,102.42
"LITTLE CAESARS 14"" CHS PIZZA.THIN CRUST",309,22.85,16.23,16.99,47.81
"LITTLE CAESARS 14"" ORIGINAL RND CHS PIZZA.REG CRUST",265,31.5,13.39,9.54,89.07
"LITTLE CAESARS 14"" ORIGINAL RND MEAT & VEG PIZZA.REG CRUST",243,23.1,12.12,11.35,115.23
"LITTLE CAESARS 14"" ORIGINAL RND PEPPERONI PIZZA.REG CRUST",273,31.01,13.59,10.5,90.31
"LITTLE CAESARS 14"" PEPPERONI PIZZA.LRG DEEP DISH CRUST",265,29.03,12.93,10.81,104.38
LIVER CHEESE.PORK,304,2.1,15.2,25.6,28.35
LIVER SAUSAGE.LIVERWURST.PORK,326,2.2,14.1,28.5,18
LIVERWURST SPRD,305,5.89,12.38,25.45,55
LOBSTER.NORTHERN.CKD.MOIST HEAT,98,1.28,20.5,0.59,145
LOBSTER.NORTHERN.RAW,90,0.5,18.8,0.9,150
LOGANBERRIES.FROZEN,55,13.02,1.52,0.31,147
LOMA LINDA BIG FRANKS.CND.UNPREP,217,5.77,21.47,12.03,51
LOMA LINDA DINNER CUTS.CND.UNPREP,104,4.15,19.46,1.1,92
LOMA LINDA FRIED CHIK'N W/ GRAVY.CND.UNPREP,181,5.2,13.15,11.91,80
LOMA LINDA LINKETTS.CND.UNPREP,208,4.35,21.29,11.76,35
LOMA LINDA LITTLE LINKS.CND.UNPREP,221,5.53,19.38,13.46,46
LOMA LINDA LOFAT BIG FRANKS.CND.UNPREP,154,4.9,23.1,4.69,51
LOMA LINDA REDI-BURGER.CND.UNPREP,149,8.15,21.89,3.18,85
LOMA LINDA SWISS STAKE W/ GRAVY.CND.UNPREP,141,10.37,10.17,6.51,92
LOMA LINDA TENDER BITS.CND.UNPREP,135,8.29,15.12,4.64,85
LOMA LINDA TENDER ROUNDS W/ GRAVY.CND.UNPREP,145,7.4,16.26,5.63,80
LOMA LINDA VEGE-BURGER.CND.UNPREP,115,3.72,22.22,1.24,55
LONGANS.RAW,60,15.14,1.31,0.1,3.2
LOQUATS.RAW,47,12.14,0.43,0.2,149
LOTUS ROOT.CKD.BLD.DRND.W/SALT,66,16.02,1.58,0.07,60
LOTUS ROOT.CKD.BLD.DRND.WO/SALT,66,16.02,1.58,0.07,60
LOTUS ROOT.RAW,74,17.23,2.6,0.1,81
LOTUS SEEDS.DRIED,332,64.47,15.41,1.97,32
LOTUS SEEDS.RAW,89,17.28,4.13,0.53,28.35
LOUIS RICH  TURKEY BACON,250,1.7,15.1,20.3,14
LOUIS RICH.CHICK (WHITE.OVEN RSTD),128,2.3,17,5.6,28
LOUIS RICH.CHICK BREAST (OVEN RSTD DELUXE),101,2.5,18.3,2,28
LOUIS RICH.CHICK BREAST CLASSIC BKD /GRILL (CARVING BOARD),98,3.7,19.7,0.5,45
LOUIS RICH.FRANKS (TURKEY & CHICK CHEESE),201,5.1,12.7,14.5,45
LOUIS RICH.FRANKS (TURKEY & CHICKEN),188,5.3,11.2,13.5,45
LOUIS RICH.TURKEY (HONEY RSTD.FAT FREE),102,4.5,19.3,0.8,56
LOUIS RICH.TURKEY BOLOGNA,184,4.85,11.3,13.2,28
LOUIS RICH.TURKEY BREAST & WHITE TURKEY (OVEN ROASTED),99,3.25,17.1,2,28
LOUIS RICH.TURKEY BREAST (OVEN RSTD.FAT FREE),84,4.5,15,0.7,28
LOUIS RICH.TURKEY BREAST (OVEN RSTD.PORTION FAT FREE),90,1.9,19.1,0.7,56
LOUIS RICH.TURKEY BREAST (SMOKED.CARVING BOARD),94,1.6,19.7,1,45
LOUIS RICH.TURKEY BREAST (SMOKED.PORTION FAT FREE),93,2.2,19.3,0.8,56
LOUIS RICH.TURKEY BREAST&WHITE TURKEY (SMOKED SLICED),100,2.4,17.6,2.3,28
LOUIS RICH.TURKEY HAM (10% H2O),113,0.9,18.2,4.1,28
LOUIS RICH.TURKEY NUGGETS/STICKS (BREADED),276,15.4,14.3,17.5,28
LOUIS RICH.TURKEY SALAMI,147,0.4,15.3,9.4,28
LOUIS RICH.TURKEY SALAMI COTTO,149,0.9,15,9.5,28
LOUIS RICH.TURKEY SMOKED SAUSAGE,161,3.15,14.8,9.9,56
LUNCHEON MEAT.BEEF.LOAVED,308,2.9,14.4,26.2,28.35
LUNCHEON MEAT.BF.THIN SLICED,117,2.59,17.94,3.4,9.29
LUNCHEON MEAT.PORK W/HAM.MINCED.CND.INCL SPAM (HORMEL),315,4.6,13.4,26.6,56
LUNCHEON MEAT.PORK&CHICK.MINCED.CND.INCL SPAM LITE,196,1.35,15.23,13.9,56
LUNCHEON MEAT.PORK.BEEF,353,2.33,12.59,32.16,28.35
LUNCHEON MEAT.PORK.CANNED,334,2.1,12.5,30.3,28.35
LUNCHEON MEAT.PORK.HAM.&CHICK.MINCD.CND.RED NA.VIT C. (SPAM),293,3.4,12.5,25.1,56
LUNCHEON SAUSAGE.PORK&BF,260,1.58,15.38,20.9,23
LUPINS.MATURE SEEDS.CKD.BLD.W/SALT,116,9.29,15.57,2.92,166
LUPINS.MATURE SEEDS.CKD.BLD.WO/ SALT,119,9.88,15.57,2.92,166
LUPINS.MATURE SEEDS.RAW,371,40.38,36.17,9.74,180
LUXURY LOAF.PORK,141,4.9,18.4,4.8,28.35
MACADAMIA NUTS.DRY RSTD.W/SALT,716,12.83,7.79,76.08,131.6
MACADAMIA NUTS.DRY RSTD.WO/SALT,718,13.38,7.79,76.08,131.6
MACADAMIA NUTS.RAW,718,13.82,7.91,75.77,134
MACARONI & CHS LOAF  CHICK  PORK & BF,228,11.63,11.76,14.96,38
Macaroni and Cheese. canned entree,82,11.52,3.38,2.46,244
MACARONI.CKD.UNENR,158,30.86,5.8,0.93,140
MACARONI.COOKED.ENRICHED,158,30.86,5.8,0.93,140
MACARONI.DRY.ENR,371,74.67,13.04,1.51,105
MACARONI.DRY.UNENRICHED,371,74.67,13.04,1.51,105
MACARONI.PROTEIN-FORTIFIED.CKD.ENR.(N X 5.70),164,31.66,08.08,0.21,115
MACARONI.PROTEIN-FORTIFIED.CKD.ENR.(N X 6.25),164,30.88,8.86,0.21,115
MACARONI.PROTEIN-FORTIFIED.DRY.ENR.(N X 5.70),375,67.56,19.86,2.23,93
MACARONI.PROTEIN-FORTIFIED.DRY.ENR.(N X 6.25),374,65.65,21.78,2.23,93
MACARONI.VEG.CKD.ENR,128,26.61,4.53,0.11,134
MACARONI.VEG.DRY.ENR,367,74.88,13.14,01.04,84
MACARONI.WHOLE-WHEAT.CKD,124,26.54,5.33,0.54,140
MACARONI.WHOLE-WHEAT.DRY,348,75.03,14.63,1.4,105
MACE.GROUND,475,50.5,6.71,32.38,5.3
MACKEREL.ATLANTIC.CKD.DRY HEAT,262,0,23.85,17.81,88
MACKEREL.ATLANTIC.RAW,205,0,18.6,13.89,112
MACKEREL.JACK.CND.DRND SOL,156,0,23.19,6.3,190
MACKEREL.KING.CKD.DRY HEAT,134,0,26,2.56,154
MACKEREL.KING.RAW,105,0,20.28,2,198
MACKEREL.PACIFIC&JACK.MXD SP.CKD.DRY HEAT,201,0,25.73,10.12,28.35
MACKEREL.PACIFIC&JACK.MXD SP.RAW,158,0,20.07,7.89,225
MACKEREL.SALTED,305,0,18.5,25.1,136
MACKEREL.SPANISH.CKD.DRY HEAT,158,0,23.59,6.32,146
MACKEREL.SPANISH.RAW,139,0,19.29,6.3,187
MALABAR SPINACH.COOKED,23,2.71,2.98,0.78,44
MALT BEVERAGE,37,08.05,0.21,0.12,237
MALTED DRK MIX.CHOC.PDR,411,86.94,5.1,4.76,21
MALTED DRK MIX.CHOC.PDR.PREP W/ WHL MILK,85,11.2,3.37,3.29,265
MALTED DRK MIX.CHOC.W/ ADDED NUTR.PDR,389,84.6,4.9,3.4,78
MALTED DRK MIX.CHOC.W/ ADDED NUTR.PDR.PREP W/ WHL MILK,84,10.92,3.36,3.26,265
MALTED DRK MIX.NAT.PDR,428,71.21,14.29,9.52,21
MALTED DRK MIX.NAT.PDR.PREP W/ WHL MILK,88,10.23,3.86,3.62,265
MALTED DRK MIX.NAT.W/ ADDED NUTR.PDR,372,83.59,9.41,1.33,21
MALTED DRK MIX.NAT.W/ ADDED NUTR.PDR.PREP W/ WHL MILK,86,10.67,3.67,3.21,265
MAMMY-APPLE.(MAMEY).RAW,51,12.5,0.5,0.5,846
MANGO NECTAR.CND,51,13.12,0.11,0.06,251
MANGOS.RAW,65,17,0.51,0.27,165
MANGOSTEEN.CND.SYRUP PK,73,17.91,0.41,0.58,196
MARASCHINO CHERRIES.CND.DRND,165,41.97,0.22,0.21,5
MARGARINE SPRD.APPROX 48% FAT.TUB,424,0.86,0.2,47.53,14
MARGARINE SPRD.FAT-FREE.TUB,44,4.34,0.1,03.04,233
MARGARINE. VEG OIL SPRD.60% FAT.TUB/BOTTLE.UNSALTED,533,0.86,0.17,59.81,14
MARGARINE. VEG OIL SPRD.70% FAT.SOYBN & PART HYDR SOYBN.STK,622,1.53,0.26,70.22,14
MARGARINE.80% FAT.STK.INCL REG & HYDR CORN & SOYBN OILS,717,0.7,0.16,80.71,14
MARGARINE.80% FAT.TUB.CANOLA HARVEST SOFT SPRD,730,1.39,0.41,80.32,14
MARGARINE.INDUS.NON-DAIRY.CTTNSD.SOY OIL (PART HYDR ),714,0,1.9,80.2,14
MARGARINE.INDUS.SOY & PART HYDR SOY OIL.BAKING.SAUCES.CANDY,714,0.71,0.18,80,227
MARGARINE.MARGARINE-LIKE VEG OIL SPRD.60% FAT.TUB,533,0.86,0.17,59.81,229
MARGARINE.MARGARINE-LIKE VEG OIL SPRD.67-70% FAT.TUB,606,0.59,0.07,68.29,14
MARGARINE.REG.HARD.SOYBN (HYDR),719,0.9,0.9,80.5,4.7
MARGARINE.REG.HARD.SUNFLOWER&SOYBN (HYDR)&CTTNSD (HYDR),719,0.9,0.9,80.5,4.7
MARGARINE.REG.LIQ.SOYBN (HYDR&REG)&CTTNSD,721,0,1.9,80.6,227
MARGARINE.REG.STK.COMP.80% FAT.W/SALT,717,0.7,0.16,80.71,227
MARGARINE.REG.STK.UNSALTED.COMP.80% FAT,719,0.9,0.9,80.5,227
MARGARINE.REG.TUB.COMP.80% FAT.W/SALT,713,0.75,0.22,80.17,227
MARGARINE.REG.TUB.UNSALTED.COMP.80% FAT,713,0.75,0.22,80.17,227
MARGARINE.REG.UNSPEC OILS.W/SALT,717,0.7,0.16,80.71,4.7
MARGARINE.REG.UNSPEC OILS.WO/ SALT,714,0.5,0.5,80.3,4.7
MARGARINE.VEG OIL SPRD.20% FAT,175,0.4,0,19.5,240
MARGARINE.VEG OIL SPRD.20% FAT.WO/ SALT,175,0.4,0,19.5,205
MARGARINE.VEG OIL SPRD.60% FAT.STK,537,0.69,0.12,60.39,229
MARGARINE.VEG OIL SPRD.60% FAT.STK.NO SALT,537,0.69,0.12,60.39,14
MARGARINE.VEG OIL SPRD.STICK/TUB/BOTTLE.60% FAT,526,0,0.6,59.17,229
MARGARINE-BUTTER BLEND.SOYBN OIL & BUTTER,714,0.77,0.31,80.32,227
MARGARINE-LIKE SHORTENING.INDUS.SOY(PART  HYDR).CTTNSD.& SOY,628,0,0,71,14
MARGARINE-LIKE SPRD.(APPROXIMATELY 37% FAT).UNSPEC OILS,339,0.66,0.51,37.77,232
MARGARINE-LIKE SPRD.70% FAT.LIQ.W/SALT,621,0,0.29,70,14
MARGARINE-LIKE SPRD.BENECOL LT SPRD,357,5.71,0,38.71,14
MARGARINE-LIKE SPRD.FAT FREE.LIQ.SALTED,43,2.5,1.5,3,15
MARGARINE-LIKE SPRD.MADE W/YOGURT.STK.SALTED,630,0.5,0.3,70,14
MARGARINE-LIKE SPRD.RED CAL.40% FAT.MADE W/YOGURT.TUB.SALTED,330,2,2,35,14
MARGARINE-LIKE SPRD.RED CAL.40% FAT.STK.W/SALT,356,0,0.6,40,14
MARGARINE-LIKE SPRD.SMART BALANCE LT BUTTERY SPRD,337,1.98,0.02,36.41,14
MARGARINE-LIKE SPRD.SMART BALANCE OMEGA PLUS SPRD,605,0,0,66.8,14
MARGARINE-LIKE SPRD.SMART BALANCE REG BUTTERY SPRD,605,0,0,66.9,14
MARGARINE-LIKE SPRD.SMART BEAT SMART SQUEEZE,47,7.1,0,2.1,14
MARGARINE-LIKE SPRD.SMART BEAT SUPER LT WO/ SATURATED FAT,158,0,0,17.1,14
MARGARINE-LIKE SPRD.STK OR TUB.SWTND,534,16.7,0,52,14
MARIE CALLENDER TKY W/GRY & DRSNG W/ MSHD POT.GRN BNS & CRAN,99,11.35,8.15,2.37,397
MARIE CALLENDER'S BF STROGANOFF & NOODLES. CARROTS. PEAS.FRZ,114,10.75,6.69,4.89,369
MARIE CALLENDER'S CHICK POT PIE.FRZ ENTREE,235,19.18,6.83,14.59,284
MARJORAM.DRIED,271,60.56,12.66,07.04,1.7
MARMALADE.ORANGE,246,66.3,0.3,0,320
MARTHA WHITE FOODS.MARTHA WHITE'S BTTRMLK BISCUIT MIX.DRY,388,59.41,7.81,13.23,41
MARTHA WHITE FOODS.MARTHA WHITE'S CHEWY FUDGE BROWNIE MIX.,407,83.58,4.42,6.16,28
MAYONNAISE DRSNG.NO CHOL,688,0.3,0,77.8,239
MAYONNAISE.LO NA.LO CAL OR DIET,231,16,0.3,19.2,224
MAYONNAISE.MADE WITH TOFU,322,03.06,5.95,31.79,240
MAYONNAISE.RED-CAL OR DIET.CHOL-FREE,333,6.7,0.9,33.3,231
MCDONALD'S BACON RANCH SALAD W/ CRISPY CHICK,110,06.08,8.82,6.3,342
McDONALD'S.  Hamburger,252,30.69,12.36,9.29,105
MCDONALD'S. CHEESEBURGER,263,27.81,12.97,11.79,119
MCDONALD'S. FLT-O-FSH,275,27.45,10.99,13.47,142
MCDONALD'S.APPL DIPPERS,48,12.1,0,0,68
MCDONALD'S.APPL DIPPERS W/ LOFAT CARAMEL SAU,111,26.12,0.45,0.77,89
MCDONALD'S.BACON EGG & CHS BISCUIT,304,22.26,13.45,18.77,142
MCDONALD'S.BACON RANCH SALAD W/ GRILLED CHICK,81,3.64,10.28,3.14,320.55
MCDONALD'S.BACON RANCH SALAD WO/ CHICK,61,4.2,4.14,3.64,223
MCDONALD'S.BACON.EGG & CHS MCGRIDDLES,272,26.19,12.03,13.19,168
MCDONALD'S.BARBEQUE SAU,165,36.93,1.55,1.22,28
MCDONALD'S.BIG BRKFST,285,17.5,10.16,19.37,269
MCDONALD'S.BIG MAC,257,20.08,11.82,14.96,219.4
MCDONALD'S.BIG MAC (WITHOUT BIG MAC SAUCE),234,21.01,12.79,11.57,200.45
MCDONALD'S.BIG 'N TASTY,226,16.6,10.64,13.68,231.74
MCDONALD'S.BIG 'N TASTY (WITHOUT MAYONNAISE),192,17.44,11.25,9.11,217.74
MCDONALD'S.BIG 'N TASTY W/ CHS,232,16.06,11,14.58,246.66
MCDONALD'S.BIG 'N TASTY W/ CHS (WITHOUT MAYONNAISE),201,16.81,11.59,10.36,232.66
MCDONALD'S.BISCUIT.LRG SIZE,344,43.76,6.16,16.01,90
MCDONALD'S.BISCUIT.REG SIZE,344,43.77,6.16,16,76
MCDONALD'S.BKD APPL PIE,323,43.62,03.07,15.66,77
MCDONALD'S.CAESAR SALAD W/ CRISPY CHICK,104,6.2,8.32,5.31,314
MCDONALD'S.CAESAR SALAD W/ GRILLED CHICK,71,3.67,9.82,02.04,310.55
MCDONALD'S.CAESAR SALAD WO/ CHICK,44,4.28,3.18,02.05,213
MCDONALD'S.CHICK MCNUGGETS,291,17.22,14.97,18.07,64
MCDONALD'S.CHICK SELECTS PREMIUM BREAST STRIPS,303,17.83,17.23,18.08,131
MCDONALD'S.CHOC TRIPLE THICK SHAKE,163,27.87,3.69,4.51,267.19
MCDONALD'S.CREAMY RANCH SAU,468,3.49,1.11,52.03,43
MCDONALD'S.DELUXE BRKFST.W/ SYRUP & MARGARINE,285,29.48,7.56,15.23,420
MCDONALD'S.DELUXE WARM CINN ROLL,367,51.8,5.62,16.24,162
MCDONALD'S.DOUBLE CHEESEBURGER,265,19.83,14.89,14.97,173
MCDONALD'S.DOUBLE QUARTER POUNDER W/ CHS,262,14.43,16.96,16.22,280
MCDONALD'S.EGG MCMUFFIN,215,20.54,12.65,9.11,139.35
MCDONALD'S.ENG MUFFIN,285,44.36,9.26,7.87,57
MCDONALD'S.FILET-O-FISH (WITHOUT TARTAR SAUCE),243,31.08,12.47,7.62,124
MCDONALD'S.FRENCH FR,316,39.02,3.81,16.12,71
MCDONALD'S.FRUIT & WALNUT SALAD,118,16.6,1.81,05.05,263.65
MCDONALD'S.FRUIT 'N YOGURT PARFAIT,105,20.72,2.73,1.3,149
MCDONALD'S.FRUIT 'N YOGURT PARFAIT (WITHOUT GRANOLA),90,17.67,2.47,1.13,142
MCDONALD'S.HASH BROWNS,262,26.3,2.26,16.46,56.1
MCDONALD'S.HONEY,351,86.44,0.09,0,14
MCDONALD'S.HOT CARAMEL SUNDAE,188,33.36,3.58,4.89,182
MCDONALD'S.HOT FUDGE SUNDAE,186,30.05,4.14,5.91,179
MCDONALD'S.HOT MUSTARD SAU,190,29.08,2.6,7.31,28
MCDONALD'S.HOTCAKES & SAUSAGE,294,38.79,5.87,13.21,263.54
MCDONALD'S.HOTCAKES (PLAIN),228,38.27,6,5.84,149
MCDONALD'S.HOTCAKES (WITH 2 PATS MARGARINE & SYRUP),272,46.08,04.05,08.06,220.54
MCDONALD'S.LOFAT CARAMEL SAU,313,71.53,1.89,3.25,21
MCDONALD'S.MCCHICKEN SNDWCH (WITHOUT MAYONNAISE),240,30.95,11.08,8.46,138
MCDONALD'S.MCDONALDLAND CHOC CHIP COOKIES,480,66.24,5.56,22.79,56
MCDONALD'S.MCDONALDLAND COOKIES,447,72.75,6.56,15.35,57
MCDONALD'S.MCFLURRY W/ M&M'S CANDIES,177,26.82,04.02,6.46,347.85
MCDONALD'S.MCFLURRY W/ OREO COOKIES,165,25.55,3.97,5.66,336.51
MCDONALD'S.NEWMAN'S OWN COBB DRSNG,196,15.49,1.69,14.45,62.16
MCDONALD'S.NEWMAN'S OWN CREAMY CAESAR DRSNG,319,6.85,3.56,31.5,58.68
MCDONALD'S.NEWMAN'S OWN LOFAT BALSAMIC VINAIGRETTE,86,24.65,0.19,5.94,46.64
MCDONALD'S.NEWMAN'S OWN RANCH DRSNG,313,16.75,2.62,26.57,55.8
MCDONALD'S.PNUTS (FOR SUNDAES),640,16.23,28.04,52.91,7
MCDONALD'S.PREMIUM CRISPY CHICK CLASSIC SNDWCH,228,25.46,12.08,8.68,230
MCDONALD'S.PREMIUM CRISPY CHICK CLUB SNDWCH,250,22.61,15.38,11.76,254
MCDONALD'S.PREMIUM CRISPY CHICK RANCH BLT SNDWCH,244,24.93,14.7,9.55,240
MCDONALD'S.PREMIUM GRILLED CHICK CLASSIC SNDWCH,183,22.28,14.16,4.29,229.41
MCDONALD'S.PREMIUM GRILLED CHICK CLUB SNDWCH,221,19.87,17.19,08.05,268.67
MCDONALD'S.PREMIUM GRILLED CHICK RANCH BLT SNDWCH,204,21.91,16.7,5.41,242.23
MCDONALD'S.QUARTER POUNDER,244,22.17,14.1,11.55,171
MCDONALD'S.QUARTER POUNDER W/ CHS,258,19.95,14.59,14.22,199
MCDONALD'S.SAUSAGE BISCUIT,376,27.2,9.62,25.4,117
MCDONALD'S.SAUSAGE BISCUIT W/ EGG,311,19.28,11.27,22.26,163
MCDONALD'S.SAUSAGE BURRITO,262,21.39,11.54,15.15,113.2
MCDONALD'S.SAUSAGE MCGRIDDLES,312,31.25,8.41,17.76,134.5
MCDONALD'S.SAUSAGE MCMUFFIN,333,24.52,12.66,21.06,114.95
MCDONALD'S.SAUSAGE MCMUFFIN W/ EGG,274,17.28,12.59,17.83,165.35
MCDONALD'S.SAUSAGE PATTY,405,1.4,15.19,39.58,43
MCDONALD'S.SAUSAGE.EGG & CHS MCGRIDDLES,283,22.04,10.77,17.73,199
MCDONALD'S.SCRMBLD EGGS,193,1.85,15.06,14.69,101.9
MCDONALD'S.SIDE SALAD,20,4.3,01.03,0.19,87
MCDONALD'S.SPICY BUFFALO SAU,142,1.81,0.54,15.45,43
MCDONALD'S.STRAWBERRY SUNDAE,158,28.09,3.19,3.95,178
MCDONALD'S.STRAWBERRY TRIPLE THICK SHAKE,158,26.79,3.51,4.43,265.31
MCDONALD'S.SWT 'N SOUR SAU,170,39.38,0.66,01.09,28
MCDONALD'S.TANGY HONEY MUSTARD SAU,167,28.81,1.32,5.77,43
MCDONALD'S.VANILLA RED FAT ICE CRM CONE,162,26.36,4.24,4.86,90
MCDONALD'S.VANILLA TRIPLE THICK SHAKE,156,26.61,3.47,4.43,265.51
MCDONALD'S.WARM CINN ROLL,398,53.02,7.18,18.14,105
MCKEE BAKING.LITTL DEBBI NUT BAR.WAFER W/PNUT BUTE.CHOC COVE,548,55.2,8,32.8,57
MEAT EXTENDER,313,38.32,38.11,2.97,88
MEATBALLS.MEATLESS,197,8,21,9,144
MELON BALLS.FROZEN,33,7.94,0.84,0.25,173
MELONS.CANTALOUPE.RAW,34,8.16,0.84,0.19,177
MELONS.CASABA.RAW,28,6.58,1.11,0.1,170
MELONS.HONEYDEW.RAW,36,09.09,0.54,0.14,177
MILK DSSRT.FRZ.MILK-FAT FREE.CHOC,167,37.7,4.3,1,137
MILK SHAKES.THICK CHOC,119,21.15,03.05,2.7,28.35
MILK SHAKES.THICK VANILLA,112,17.75,3.86,03.03,28.35
MILK SUBSTITUTES.FLUID W/HYDR VEG OILS,61,6.16,1.75,3.41,244
MILK SUBSTITUTES.FLUID.W/LAURIC ACID OIL,61,6.16,1.75,3.41,244
MILK.BTTRMLK.FLUID.CULTURED.LOWFAT,40,4.79,3.31,0.88,245
MILK.BTTRMLK.FLUID.CULTURED.RED FAT,56,5.3,4.1,2,245
MILK.BUTTERMILK.DRIED,387,49,34.3,5.78,120
MILK.CHOC BEV.HOT COCOA.HOMEMADE,77,10.63,3.52,2.33,250
MILK.CHOC.FLUID.COMM.,83,10.34,3.17,3.39,250
MILK.CHOC.FLUID.COMM.LOWFAT,63,10.44,3.24,1,250
MILK.CHOC.FLUID.COMM.RED FAT,76,12.13,2.99,1.9,250
MILK.CHOC.FLUID.COMM.RED FAT.W/ ADDED CA,78,12.13,2.99,1.9,250
MILK.CND.COND.SWTND,321,54.4,7.91,8.7,306
MILK.CND.EVAP.NONFAT,78,11.35,7.55,0.2,256
MILK.CND.EVAP.W/ VIT A,134,10.04,6.81,7.56,31.5
MILK.CND.EVAP.WO/ VIT A,134,10.04,6.81,7.56,252
MILK.DRY.NONFAT.CA RED,354,51.8,35.5,0.2,28.35
MILK.DRY.NONFAT.INST.W/ VIT A,358,52.19,35.1,0.72,68
MILK.DRY.NONFAT.INST.WO/ VIT A,358,52.19,35.1,0.72,68
MILK.DRY.NONFAT.REG.W/ VIT A,362,51.98,36.16,0.77,120
MILK.DRY.NONFAT.REG.WO/ VIT A,362,51.98,36.16,0.77,120
MILK.DRY.WHOLE,496,38.42,26.32,26.71,128
MILK.FILLED.FLUID.W/BLEND OF HYDR VEG OILS,63,4.74,3.33,3.46,244
MILK.FILLED.FLUID.W/LAURIC ACID OIL,63,4.74,3.33,3.4,244
MILK.FLUID.NONFAT.CA FORT (FAT FREE OR SKIM),35,4.85,3.4,0.18,247
MILK.GOAT.FLUID,69,4.45,3.56,4.14,244
MILK.HUMAN.MATURE.FLUID,70,6.89,01.03,4.38,246
MILK.IMITATION.NON-SOY,46,5.3,1.6,2,244
MILK.INDIAN BUFFALO.FLUID,97,5.18,3.75,6.89,244
MILK.LOW SODIUM.FLUID,61,4.46,3.1,3.46,244
MILK.LOWFAT.FLUID.1% MILKFAT.PROT FORT.W/ VIT A,48,5.52,3.93,1.17,246
MILK.LOWFAT.FLUID.1% MILKFAT.W/ NONFAT MILK SOL&VIT A,43,4.97,3.48,0.97,245
MILK.LOWFAT.FLUID.1% MILKFAT.W/ VIT A,42,4.99,3.37,0.97,244
MILK.NONFAT.FLUID.PROT FORT.W/ VIT A (FAT FREE/SKIM),41,5.56,3.96,0.25,246
MILK.NONFAT.FLUID.W/ NONFAT MILK SOL&VIT A (FAT FREE/SKIM),37,05.02,3.57,0.25,245
MILK.NONFAT.FLUID.W/ VIT A (FAT FREE OR SKIM),34,4.96,3.37,0.08,245
MILK.NONFAT.FLUID.WO/ VIT A (FAT FREE OR SKIM),35,4.85,3.41,0.18,245
MILK.PRODUCER.FLUID.3.7% MILKFAT,64,4.65,3.28,3.66,244
MILK.RED FAT.FLUID.2% MILKFAT.PROT FORT.W/ VIT A,56,5.49,3.95,1.98,246
MILK.RED FAT.FLUID.2% MILKFAT.W/ NONFAT MILK SOL&VIT A,51,4.97,3.48,1.92,245
MILK.RED FAT.FLUID.2% MILKFAT.W/ NONFAT MILK SOL.WO/ VIT A,56,5.49,3.95,1.98,245
MILK.RED FAT.FLUID.2%MILKFAT.W/ADDED VIT A,50,4.68,3.3,1.97,244
MILK.SHEEP.FLUID,108,5.36,5.98,7,245
MILK.WHL.3.25% MILKFAT,60,4.52,3.22,3.25,244
MILKFISH.COOKED.DRY HEAT,190,0,26.32,8.63,85
